序号,URL,视频标题,静态开始时间1,静态结束时间1,静态开始时间2,静态结束时间2
1032,【航拍中国 第四季：第8集 重庆】 https://www.bilibili.com/bangumi/play/ep1968702/?share_source=copy_web,第8集 重庆,0259,0313,0849,0909
1033,【航拍中国 第四季：第9集 河南】 https://www.bilibili.com/bangumi/play/ep2011093/?share_source=copy_web,第9集 河南,0230,0247,0247,0301
1034,【航拍中国 第四季：第10集 辽宁】 https://www.bilibili.com/bangumi/play/ep2011094/?share_source=copy_web,第10集 辽宁,0223,0244,0244,0307
1035,【航拍中国 第四季：第11集 台湾】 https://www.bilibili.com/bangumi/play/ep2011095/?share_source=copy_web,第11集 台湾,0216,0253,0413,0427
1036,【航拍中国 第一季：第1集 新疆】 https://www.bilibili.com/bangumi/play/ep335910/?share_source=copy_web,第1集 新疆,0226,0242,0242,0258
1037,【航拍中国 第一季：第2集 海南】 https://www.bilibili.com/bangumi/play/ep335911/?share_source=copy_web,第2集 海南,0246,0301,0301,0314
1038,【航拍中国 第一季：第3集 黑龙江】 https://www.bilibili.com/bangumi/play/ep335912/?share_source=copy_web,第3集 黑龙江,0333,0344,0650,0701
1039,【航拍中国 第一季：第4集 陕西】 https://www.bilibili.com/bangumi/play/ep335913/?share_source=copy_web,第4集 陕西,0233,0247,0247,0302
1040,【航拍中国 第一季：第5集 江西】 https://www.bilibili.com/bangumi/play/ep335914/?share_source=copy_web,第5集 江西,0231,0244,0326,0337
1041,【航拍中国 第一季：第6集 上海】 https://www.bilibili.com/bangumi/play/ep335915/?share_source=copy_web,第6集 上海,0222,0237,0237,0254
1042,【航拍中国 第三季：第1集 云南】 https://www.bilibili.com/bangumi/play/ep325952/?share_source=copy_web,第1集 云南,0236,0301,0350,0402
1043,【航拍中国 第三季：第2集 安徽】 https://www.bilibili.com/bangumi/play/ep326016/?share_source=copy_web,第2集 安徽,0222,0240,0311,0332
1044,【航拍中国 第三季：第3集 贵州】 https://www.bilibili.com/bangumi/play/ep326026/?share_source=copy_web,第3集 贵州,0231,0248,0248,0307
1045,【航拍中国 第三季：第4集 山东】 https://www.bilibili.com/bangumi/play/ep326045/?share_source=copy_web,第4集 山东,0334,0344,0355,0407
1046,【航拍中国 第三季：第5集 天津】 https://www.bilibili.com/bangumi/play/ep326145/?share_source=copy_web,第5集 天津,0226,0243,0414,0424
1047,【航拍中国 第三季：第6集 山西】 https://www.bilibili.com/bangumi/play/ep326364/?share_source=copy_web,第6集 山西,0223,0247,0248,0311
1048,【航拍中国 第三季：第7集 吉林】 https://www.bilibili.com/bangumi/play/ep326459/?share_source=copy_web,第7集 吉林,0218,0259,0337,0353
1049,【航拍中国 第三季：第8集 湖南】 https://www.bilibili.com/bangumi/play/ep326565/?share_source=copy_web,第8集 湖南,0209,0226,0258,0314
1050,【航拍中国 第三季：第9集 河北】 https://www.bilibili.com/bangumi/play/ep326692/?share_source=copy_web,第9集 河北,0510,0525,0524,0546
1051,【航拍中国 第三季：第10集 宁夏】 https://www.bilibili.com/bangumi/play/ep326710/?share_source=copy_web,第10集 宁夏,0246,0259,0354,0415
1052,【航拍中国 第二季：第1集 浙江】 https://www.bilibili.com/bangumi/play/ep264278/?share_source=copy_web,第1集 浙江,0246,0300,0331,0341
1053,【航拍中国 第二季：第2集 四川】 https://www.bilibili.com/bangumi/play/ep264312/?share_source=copy_web,第2集 四川,0245,0256,0336,0346
1054,https://b23.tv/3eolIqE,阿尔卑斯山4k视觉之旅,0020,0035,0035,0050
1055,https://b23.tv/brwyJkF,【China 中国 4k】享受祖国的大好河山,0015,0025,0025,0035
1056,https://b23.tv/bvqXdag,震撼呈现!世界最美景色·12k 超清·杜比视界 HDR 120fps,0805,0812,0813,0823
1057,https://b23.tv/1NDzBTb,16k视频-最佳杜比视界 HDR 120fps,0415,0425,0430,0440
1058,https://b23.tv/oiEQZkq,西班牙风景航拍视频_超清4k,0012,0022,0022,0033
1059,https://b23.tv/9lLebSy,澳大利亚海岸线 4k 风景影片,0019,0032,0032,0045
1060,https://b23.tv/RsqHB9Q,视觉盛宴|看见真实世界的色彩4KHDR 杜比- 放松风光影片,0007,0020,0020,0033
1061,https://b23.tv/ytqafaK,极致震撼|超越现实的视觉体验12K HDR 杜比-放松风光影片,0008,0018,0018,0029
1062,https://b23.tv/bEBDRT4,一场绿意流动的梦8K HDR杜比-放松风光影片,0006,0016,0016,0028
1063,https://b23.tv/9239MGO,极致之美|镜头下的人间天堂4K HDR 杜比 - 放松风光影片,0150,0203,0223,0237
1064,https://b23.tv/Fya44un,探索地球的隐藏之美 4KHDR 杜比一放松风光影片,0007,0017,0035,0046
1065,https://b23.tv/QMmPKav,探秘你从未见过的绝美胜地4KHDR杜比一放松风光影片,0007,0015,0030,0045
1066,https://b23.tv/2kD7ZOs,全球最宁静的绝美风光 4KHDR杜比放松风光影片,0020,0030,0052,0105
1067,https://b23.tv/P2awaxY,你没见过的大自然绝美风景4KHDR杜比一放松风光影片,0020,0032,0045,0056
1068,https://b23.tv/y0GPqqx,放松治愈|绝美宁静的地球风景 4K HDR 杜比- 放松风光影片,0025,0037,0037,0047
1069,https://b23.tv/YVHBTxG,美到窒息|惊艳的色彩冲击4KHDR杜比一放松风光影片,0007,0020,0040,0055
1070,https://b23.tv/B2YNma0,震撼风光｜地球上的极致壮美景色 8K HDR 杜比 - 放松风光影片,0006,0015,0016,0023
1071,https://b23.tv/qcolgyr,绝美｜大自然的极致震撼 4K HDR 杜比 - 放松风光影片,0012,0020,0033,0041
1072,https://b23.tv/MqoU5sF,震撼心灵的地球之美 4K HDR 杜比 - 放松风光影片,0006,0014,0020,0030
1073,https://b23.tv/Orjb2JI,惊艳｜极致的自然之美 4K HDR 杜比 - 放松风光影片,0024,0030,0045,0056
1074,https://www.bilibili.com/video/BV1MZ421j7xK?t=7.5,宇宙 太空 星空 科技 4k高清背景 1231,0000,0030,,
1075,https://www.bilibili.com/video/BV1yF5fztEiy?t=1.5,“夏日的风吹过了无尽夏的梦”,0000,0005,0005,0012
1076,https://www.bilibili.com/video/BV19nk2YPEmN?t=26.2,当枫叶遇见溪,0014,0030,0030,0034
1077,https://www.bilibili.com/video/BV1Sr4y1F7NN?t=70.6,生命如此奇妙，各种植物生长过程全记录，延时摄影,0000,0110,0110,0150
1078,https://www.bilibili.com/video/BV15w411C7Sv?t=15.3,逆光树+摩天轮-4K竖屏,0000,0015,0015,0028
1079,https://www.bilibili.com/video/BV1eStZzGEn4?t=10.2,跟着舒缓音乐慢享缤纷人生 12K HDR 杜比 - 放松风光影片,0000,0010,0014,0020
1080,https://www.bilibili.com/video/BV13p4y1d7RW?t=17.9,风景视频素材分享（无水印，可自取）五十,0000,0020,,
1081,https://www.bilibili.com/video/BV1XxbLzQELC?t=18.4,简约风时钟延时视频素材,0000,0020,0020,0050
1082,https://www.bilibili.com/video/BV1mXSsY7EZq?t=10.5,上海航拍延时摄影素材,0000,0010,0010,0020
1083,https://www.bilibili.com/video/BV17bhmzoEme?t=12.9,【深蓝工业-4K】P320-X5/M18 静态细节演示,0000,0013,0020,0040
1084,https://www.bilibili.com/video/BV18G4y197QY?t=4.3,【4K】御 剑 瞰 天 池,0000,0012,0012,0022
1085,https://www.bilibili.com/video/BV1LVHVzqEyX?t=20.6,【国庆特辑】67位摄影师88个镜头，邀你一起漫游中国ChinaOnline【4K双语】,0010,0020,0020,0030
1086,https://www.bilibili.com/video/BV1b34y167Pp?t=8.4,俯瞰中国4K,0000,0011,0025,0035
1087,https://www.bilibili.com/video/BV1MEXLYhEiW?t=6.7,【4K】城市延时摄影视频素材 免费下载,0000,0007,0056,0112
1088,https://www.bilibili.com/video/BV1dy421v73M?t=11.6,【8K】英国伦敦高清航拍（2023）,0054,0060,0115,0120
1089,https://www.bilibili.com/video/BV1hD42157cp?t=18.1,【4K】德国慕尼黑航拍,0000,0008,0008,0016
1090,https://www.bilibili.com/video/BV1Gx4y1z7gK?t=7.3,【8K 60FPS】希腊极高清精美航拍（2023）,0000,0017,0017,0042
1091,https://www.bilibili.com/video/BV1jx4y1z7BJ?t=5.5,【4K HDR 60fps】瑞士极高清精美航拍（2023）,0000,0036,0036,0132
1092,https://www.bilibili.com/video/BV1Cx4y1W7Yw?t=8.8,【4K】瑞士伯尔尼航拍（2023）,0200,0216,0225,0240
1093,https://www.bilibili.com/video/BV1Dx4y1p72k?t=27.0,【4K】欧洲袖珍国家摩纳哥航拍（2023）,0000,0030,0046,0108
1094,https://www.bilibili.com/video/BV1pz421Y73r?t=20.2,【4K】欧洲小国卢森堡航拍（2023）,0045,0100,0100,0124
1095,https://www.bilibili.com/video/BV19W4y1G73f?vd_source=188752263b73534ae542139f1c8e5db9,【慢下脚步 感受东方水乡的气息｜乌镇 4K 旅拍】,0011,0017,0028,0032
1096,https://www.bilibili.com/video/BV1EzxRzvEcE?vd_source=188752263b73534ae542139f1c8e5db9,【4K】航拍 希腊,0009,0025,0026,0039
1097,https://www.bilibili.com/video/BV1ZJxdzTEv1?vd_source=188752263b73534ae542139f1c8e5db9,【4K】航拍 加拿大,0016,0028,0029,0039
1098,https://www.bilibili.com/video/BV174p8zdEQ6?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】挪威 罗浮敦群岛】,0017,0025,0026,0032
1099,https://www.bilibili.com/video/BV18Tpaz7EZf?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 不列颠群岛】,0013,0025,0026,0039
1100,https://www.bilibili.com/video/BV179n8znEhM?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】挪威 艾于兰峡湾】,0000,0108,,
1101,https://www.bilibili.com/video/BV1s3JXzsEpn?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】挪威 洛瓦特湖】,0014,0024,0028,0049
1102,https://www.bilibili.com/video/BV1MEnvzSE9r?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】意大利 撒丁岛】,0000,0046,,
1103,https://www.bilibili.com/video/BV14XWLziEoL?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】俄罗斯 南乌拉尔自然保护区】,0032,0048,0049,0113
1104,https://www.bilibili.com/video/BV1beJ2zLEwF?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 格陵兰岛】,0023,0032,0033,0041
1105,https://www.bilibili.com/video/BV1ManrzNEbq?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 澳大利亚】,0011,0022,0023,0034
1106,https://www.bilibili.com/video/BV1wUpWz7EZg?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 俄罗斯】,0000,0019,0020,0037
1107,https://www.bilibili.com/video/BV1Uun6zcEUn?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 苏格兰】,0000,0015,0015,0035
1108,https://www.bilibili.com/video/BV18wJCzzEBY?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 克罗地亚】,0000,0029,0029,0040
1109,https://www.bilibili.com/video/BV1ZtJRznEV8?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 格鲁吉亚】,0000,0020,0021,0036
1110,https://www.bilibili.com/video/BV1FJJrznEy1?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 罗马尼亚】,0000,0014,0015,0026
1111,https://www.bilibili.com/video/BV1nMpYziEhk?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】黑山共和国】,0000,0027,,
1112,https://www.bilibili.com/video/BV1oxnszPEsj?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】美国 科罗拉多州】,0037,0053,0054,0113
1113,https://www.bilibili.com/video/BV1wXpxzpEXc?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】新西兰 绝美风景】,0000,0033,,
1114,https://www.bilibili.com/video/BV1BPpbzXEv1?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】南非 自然风光】,0020,0105,,
1115,https://www.bilibili.com/video/BV1gZpmzbE7t?vd_source=188752263b73534ae542139f1c8e5db9,【[4K]航拍 土耳其 风景】,0000,0020,,
1116,https://www.bilibili.com/video/BV1aznKzkEfD?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 斯洛文尼亚共和国】,0011,0023,0024,0036
1117,https://www.bilibili.com/video/BV153WczMEtJ?vd_source=188752263b73534ae542139f1c8e5db9,【【4K】航拍 南美洲】,0015,0028,0142,0154
1118,https://www.bilibili.com/video/BV17rhHzXEaF?vd_source=188752263b73534ae542139f1c8e5db9,【京都的红叶[4K]】,0000,0014,0333,0347
1119,https://www.bilibili.com/video/BV1Wt4y1z7bP/?share_source=copy_web&vd_source=c58976b4385d2ff59e3ae79dd146a749,【【4K延时 带你看午夜的太阳 北极极昼】油管摄影大神Morten Rustad】,0000,0015,0239,0300
1120,https://www.bilibili.com/video/BV1hV411q71u/?share_source=copy_web&vd_source=c58976b4385d2ff59e3ae79dd146a749,【【4K延时 冰雪童话世界的挪威峡湾】油管摄影大神Morten Rustad】,0405,0425,0210,0220
1121,https://www.bilibili.com/video/BV1Wg411g7M5/?share_source=copy_web&vd_source=c58976b4385d2ff59e3ae79dd146a749,【航拍中国 4K 画质测试 极致色彩体验 视觉体验 测试你的屏幕 8K原素材,4420,4440,0723,0747
1122,https://www.bilibili.com/video/BV1YY4y1S76K/?share_source=copy_web&vd_source=c58976b4385d2ff59e3ae79dd146a749,【8K HDR 60fps 超高清 俄罗斯】,0604,0615,1139,1145
1123,https://b23.tv/8HgGvHQ,【2025 OLED：疯狂的 4K 超高清 HDR 60FPS + 立体环绕声体验！,0020,0032,0422,0432
1124,https://b23.tv/krntDIw,【OLED 演示【8K超高清 HDR 60fps,0450,0500,0509,0533
1125,https://b23.tv/bFj8tJY,【终极 OLED 电视演示 –【4K HDR 60FPS】杜比视界 + 立体环绕声（3D音效）多声道展厅循环播放！,0431,0454,0506,0520
1126,https://b23.tv/eq5or0N,【2025 OLED：令人惊叹的 4K 超高清立体环绕声体验！,0419,0445,0505,0522
1127,https://b23.tv/B4qIMW4,【【8K HDR 60FPS】OLED 2025 辉煌登场！立体环绕声（3D音效）,0125,0140,0140,0155
1128,https://b23.tv/YHgv2X3,【OLED 2025 测试：这款【8K HDR 60FPS】视频看起来太真实了！,0154,0210,0210,0224
1129,https://b23.tv/l08TP03,【【8K HDR 60FPS】OLED DEMO 2025 测试 – 前所未有的立体环绕声！,,0540,0608,0630
1130,https://b23.tv/d58lNvi,【OLED 2025 辉煌登场！【8K HDR 60FPS】+ 立体环绕声（3D音效）！,0255,0308,0320,0337
1131,https://b23.tv/Uo95VHl,【【8K HDR 60FPS】OLED 演示 2025 超高清 – 立体环绕声（3D音效）体验！,0150,0210,0209,0219
1132,https://b23.tv/sgI9fYw,【【4K HDR 60FPS】OLED 2025 重新定义视听娱乐的未来！立体环绕声（3D音效）演示！,0122,0135,0433,0450
1133,https://b23.tv/98CLfYd,【【4K HDR 60FPS】2025 OLED“采用3D音效设计 超现实 超高清视频——体验未来观影模式,0535,0600,0702,0725
1134,https://b23.tv/dabv7oq,【【4K HDR】2025 OLED 电视：逼真的画面，宛如魔法（3D音效，4K超高清）,0137,0150,0542,0556
1135,https://b23.tv/GDDUyz5,【最佳立体环绕声（3D音效） - 【4K HDR 60FPS】 超高清视频 - 杜比视界,0243,0253,0230,0242
1136,https://b23.tv/2HnyuOf,【OLED DEMO 2025 疯狂的 【4K HDR】 – 杜比视界 +立体环绕声,0753,0807,0852,0920
1137,https://b23.tv/ndop1we,【在3D环绕声中的【4K HDR 60FPS】 冒险——感官超载！,0056,0107,0338,0348
1138,https://b23.tv/KqUsJUF,【OLED 2025【4K HDR】3D音效——迄今为止最逼真的声音和画面！自然原声（无音乐）,0310,0333,0526,0600
1139,https://b23.tv/GxNKJ6y,【Oled 2025 自然原声（无音乐）4K超高清- 3D音效设计,0104,0124,0347,0406
1140,https://b23.tv/UKibEL1,【【4K 60fps】 感受杜比视界下的绿色氛围,0000,0017,3117,3134
1141,https://b23.tv/EvW5hoT,【沉浸在 4K HDR 中 |杜比视界 自然之美 （60FPS）,0134,0159,0159,0213
1142,https://b23.tv/8kG0IME,【您今天将看到的最美丽的 HDR 视频 |杜比视界 4K 60FPS,2910,2924,3548,3602
1143,https://b23.tv/cqKDYnJ,【杜比视界™ 4K HDR 中的最宏大的场景，采用60FPS播放，搭配舒缓的音乐,0200,0214,2356,2410
1144,https://b23.tv/zZNdBOK,【我们的宏伟星球 4K HDR 杜比视界 (60 FPS),2150,2203,3104,3129
1145,https://b23.tv/trRvL52,【卓越的杜比视界体验 |4K HDR 60 FPS 超高清视频,3209,3222,3236,3250
1146,https://b23.tv/pY97c8L,【光影与色彩的交响曲：4K HDR 60FPS-,0455,0515,2350,2405
1147,https://b23.tv/cPQsUnm,【4K HDR 60 FPS：您所见过的最美丽的地球 超高清视频,2827,2838,4312,4324
1148,https://b23.tv/ep780621,【地球脉动 第三季：第1集 海陆之间】,0010,0015,1713,1727
1149,https://www.bilibili.com/bangumi/play/ep780955/?share_source=copy_web,【地球脉动 第三季：第2集 波涛之下】,0204,0212,1432,1436
1150,https://www.bilibili.com/bangumi/play/ep782679/?share_source=copy_web,【地球脉动 第三季：第3集 广袤之地】,0057,0110,0828,0835
1151,https://www.bilibili.com/bangumi/play/ep785344/?share_source=copy_web,【地球脉动 第三季：第4集 滴水之源】,0155,0205,0802,0805
1152,https://www.bilibili.com/bangumi/play/ep787236/?share_source=copy_web,【地球脉动 第三季：第5集 林木之中】,0138,0148,2222,2232
1153,https://www.bilibili.com/video/BV1A7411M78y/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【[B站最高画质]时间的风景】,0252,0312,0352,0413
1154,https://www.bilibili.com/video/BV1dA411L7p6/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【2020延时摄影合集[4k]】,0000,0025,0115,0135
1155,https://www.bilibili.com/video/BV13h411k7Ry/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【（4k）2021年春节在沙县拍的日落延时】,0000,0027,,
1156,https://www.bilibili.com/video/BV1fsxxzHEqn/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【4K高清】我们的地球——10小时风景纪录片】,1449,1509,1509,1531
1157,https://www.bilibili.com/video/BV14p4y1876e/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,上海南京西路傍晚街头漫步（石门一路至常德路区间）】,0010,0039,0040,0100
1158,https://www.bilibili.com/video/BV17x42117Un/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【校园空镜】光与叶、草地、睡莲、共享单车】,0010,0107,,
1159,https://www.bilibili.com/video/BV1sr421s77h/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【“走过宫殿几重 看不尽这风景万种”｜故宫素材｜正版高清4K无水印【新片场素材】】,0022,0044,,
1160,ttps://www.bilibili.com/video/BV1TgHsefELd/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【空镜素材】身在黑暗，心向光明】 h,0005,0026,,
1161,https://www.bilibili.com/video/BV17KnUzKEjo/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【全球最宁静的绝美风光 4K HDR 杜比 - 放松风光影片】,0436,0448,2148,2208
1162,https://www.bilibili.com/video/BV1vvHGzYEwx/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【探索地球的隐藏之美 4K HDR 杜比 - 放松风光影片】,0658,0718,1530,1550
1163,https://www.bilibili.com/video/BV1ieHGzPEMn/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【探秘你从未见过的绝美胜地 4K HDR 杜比 - 放松风光影片】,3316,3332,,
1164,https://www.bilibili.com/video/BV1Yz421h7Tm/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【空镜素材】高楼大厦/摩天大楼/公寓】,0011,0033,0205,0225
1165,https://www.bilibili.com/video/BV1bi421U7WJ/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【空镜素材】城市里的雨】,0032,0054,0114,0144
1166,https://www.bilibili.com/video/BV1Zs421u7W6/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【【空镜素材】城市地标】,0035,0055,,
1167,https://www.bilibili.com/video/BV18b4y1S7jS/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【古建筑素材】,0320,0330,0420,0440
1168,https://www.bilibili.com/video/BV1hB4y1x7z8/?share_source=copy_web&vd_source=a4831b5ed12cde133b995d936f433b92,【中国的古建筑之美｜航拍中国名胜古迹】,0034,0044,0055,0115
